price,bedrooms,dwell_type,street,neighborhood,furniture,title,square_feet,cityname,state
950,1,Apartment,"East lake apartments, 256 stewarts ferry pike #21, nashville, tn 37214",Donelson,Furnished,"East lake apartments, 256 stewarts ferry pike #21, nashville, tn 37214$950/mo1 bd1 ba650 sqft - apartment for rentshow more",650,nashville,TN
950,1,Apartment,"Forty west, 5700 leslie ave #2, nashville, tn 37209",Urbandale Nations,Unfurnished,"Forty west, 5700 leslie ave #2, nashville, tn 37209$950/mo1 bd1 ba600 sqft - apartment for rentshow more",600,nashville,TN
995,2,Apartment,"63 robertson st #a, nashville, tn 37210",Napier Area,Unfurnished,"63 robertson st #a, nashville, tn 37210$995/mo2 bds1 ba700 sqft - apartment for rentshow more",700,nashville,TN
995,1,Apartment,"2411 scovel st #a, nashville, tn 37208",Nashville,Unfurnished,"2411 scovel st #a, nashville, tn 37208$995/mo1 bd1 ba640 sqft - apartment for rentshow more",640,nashville,TN
999,1,Apartment,"Merry oaks, 2525 merry oaks dr #12, nashville, tn 37214",Merry Oaks,Unfurnished,"Merry oaks, 2525 merry oaks dr #12, nashville, tn 37214$999/mo1 bd1 ba500 sqft - apartment for rentshow more",500,nashville,TN
1000,1,Apartment,"3820 hydes ferry rd #b, nashville, tn 37218",Bordeaux,Unfurnished,"3820 hydes ferry rd #b, nashville, tn 37218$1,000/mo1 bd1 ba900 sqft - apartment for rentshow more",900,nashville,TN
1000,1,Apartment,"276 white bridge pike apt 1, nashville, tn 37209",White Bridge,Unfurnished,"276 white bridge pike apt 1, nashville, tn 37209$1,000/mo1 bd1 ba567 sqft - apartment for rentshow more",567,nashville,TN
1000,1,Apartment,"415 humphreys street, 415 humphreys st apt 2, nashville, tn 37203",South Nashville,Furnished,"415 humphreys street, 415 humphreys st apt 2, nashville, tn 37203$1,000/mo1 bd1 ba400 sqft - apartment for rentshow more",400,nashville,TN
1200,1,Apartment,"West liberty st 166-168, 166-168 w liberty st #166-2, bridgeport, ct 06604",Downtown,Unfurnished,"West liberty st 166-168, 166-168 w liberty st #166-2, bridgeport, ct 06604$1,200/mo1 bd1 ba328 sqft - apartment for rentshow more",328,bridgeport,CT
1099,1,Apartment,"198 parker st #basement, newark, nj 07104",Seventh Avenue,Unfurnished,"198 parker st #basement, newark, nj 07104$1,099/mo1 bd1 ba650 sqft - apartment for rentshow more",650,newark,NJ
1200,1,Apartment,"40-42b2 jane st #b2, bridgeport, ct 06608",East Side,Unfurnished,"40-42b2 jane st #b2, bridgeport, ct 06608$1,200/mo1 bd1 ba1,000 sqft - apartment for rentshow more",1000,bridgeport,CT
1200,1,Apartment,"100 hawkins st, derby, ct 06418",Derby,Unfurnished,"100 hawkins st, derby, ct 06418$1,200/mo1 bd1 ba2,835 sqft - apartment for rentshow more",2835,derby,CT
1222,1,Apartment,"255 south harrison, 255-271 s harrison st #d5, east orange, nj 07018",East Orange,Unfurnished,"255 south harrison, 255-271 s harrison st #d5, east orange, nj 07018$1,222/mo1 bd1 ba533 sqft - apartment for rentshow more",533,east orange,NJ
1245,1,Apartment,"40 jane st #b, bridgeport, ct 06608",East Side,Unfurnished,"40 jane st #b, bridgeport, ct 06608$1,245/mo1 bd1 ba1,000 sqft - apartment for rentshow more",1000,bridgeport,CT
1250,1,Apartment,"169 spring st #171, west haven, ct 06516",West Haven,Unfurnished,"169 spring st #171, west haven, ct 06516$1,250/mo1 bd1 ba792 sqft - apartment for rentshow more",792,west haven,CT
895,1,Apartment,"127 newark pompton tpke #2, pequannock, nj 07440",Pompton Plains,Unfurnished,"127 newark pompton tpke #2, pequannock, nj 07440$895/mo1 bd1 ba475 sqft - apartment for rentshow more",475,pequannock,NJ
1250,1,Apartment,"476 howe ave apt 5, shelton, ct 06484",Shelton,Unfurnished,"476 howe ave apt 5, shelton, ct 06484$1,250/mo1 bd1 ba600 sqft - apartment for rentshow more",600,shelton,CT
1281,1,Apartment,"343 new york ave #1l, jersey city, nj 07307",The Heights,Unfurnished,"343 new york ave #1l, jersey city, nj 07307$1,281/mo1 bd1 ba750 sqft - apartment for rentshow more",750,jersey city,NJ
1295,1,Apartment,"105 summerfield ave #3, bridgeport, ct 06610",Boston Ave - Mill Hill,Unfurnished,"105 summerfield ave #3, bridgeport, ct 06610$1,295/mo1 bd1 ba360 sqft - apartment for rentshow more",360,bridgeport,CT
1300,1,Apartment,"160 redwood ave floor 3, paterson, nj 07522",Hillcrest,Unfurnished,"160 redwood ave floor 3, paterson, nj 07522$1,300/mo1 bd1 ba700 sqft - apartment for rentshow more",700,paterson,NJ
1300,1,Apartment,"299 shepard ave apt 5, englewood, nj 07631",Englewood,Unfurnished,"299 shepard ave apt 5, englewood, nj 07631$1,300/mo1 bd1 ba475 sqft - apartment for rentshow more",475,englewood,NJ
1300,1,Apartment,"16 willowdale ave apt 1, montclair, nj 07042",Montclair,Unfurnished,"16 willowdale ave apt 1, montclair, nj 07042$1,300/mo1 bd1 ba700 sqft - apartment for rentshow more",700,montclair,NJ
1300,1,Apartment,"158 alexander st, newark, nj 07106",Lower Vailsburg,Unfurnished,"158 alexander st, newark, nj 07106$1,300/mo1 bd1 ba9,999 sqft - apartment for rentshow more",9999,newark,NJ
1350,1,Apartment,"(undisclosed address), paterson, nj 07502",Totowa,Unfurnished,"(undisclosed address), paterson, nj 07502$1,350/mo1 bd1 ba600 sqft - apartment for rentshow more",600,paterson,NJ
1350,1,Apartment,"1044 campbell ave #4a, west haven, ct 06516",West Haven,Unfurnished,"1044 campbell ave #4a, west haven, ct 06516$1,350/mo1 bd1 ba800 sqft - condo for rentshow more",800,west haven,CT
1365,1,Apartment,"136 36th st apt basement, union city, nj 07087",Union City,Unfurnished,"136 36th st apt basement, union city, nj 07087$1,365/mo1 bd1 ba602 sqft - apartment for rentshow more",602,union city,NJ
1367,3,Apartment,"616 kossuth st apt 1a, bridgeport, ct 06608",East Side,Unfurnished,"616 kossuth st apt 1a, bridgeport, ct 06608$1,367/mo3 bds1 ba1,000 sqft - apartment for rentshow more",1000,bridgeport,CT
1370,1,Apartment,"Parkway drive west, 73 parkway dr, east orange, nj 07017",East Orange,Unfurnished,"Parkway drive west, 73 parkway dr, east orange, nj 07017$1,370+/mo1 bd1 ba650 sqft - apartment for rentshow more",650,east orange,NJ
1200,1,Apartment,"Old town orange student housing, 454 s glassell st #b4, orange, ca 92866",Orange,Unfurnished,"Old town orange student housing, 454 s glassell st #b4, orange, ca 92866$1,200/mo1 bd1 half ba381 sqft - apartment for rentshow more",381,orange,CA
1495,1,Apartment,"734 linden ave apt 10, long beach, ca 90813",Downtown,Unfurnished,"734 linden ave apt 10, long beach, ca 90813$1,495/mo1 bd1 ba613 sqft - apartment for rentshow more",613,long beach,CA
1450,1,Apartment,"Lb0227, 227 lime ave apt 7, long beach, ca 90802",East Village,Unfurnished,"Lb0227, 227 lime ave apt 7, long beach, ca 90802$1,450/mo1 bd1 ba425 sqft - apartment for rentshow more",425,long beach,CA
1295,1,Apartment,"515 e saint andrew pl #29, santa ana, ca 92707",Madison Park,Unfurnished,"515 e saint andrew pl #29, santa ana, ca 92707$1,295/mo1 bd1 ba225 sqft - apartment for rentshow more",225,santa ana,CA
1395,1,Apartment,"1725 e 10th st apt 5, long beach, ca 90813",Lincoln,Unfurnished,"1725 e 10th st apt 5, long beach, ca 90813$1,395/mo1 bd1 ba600 sqft - apartment for rentshow more",600,long beach,CA
1450,1,Apartment,"690 cerritos ave #a, long beach, ca 90802",North Alamitos Beach,Unfurnished,"690 cerritos ave #a, long beach, ca 90802$1,450/mo1 bd1 ba324 sqft - apartment for rentshow more",324,long beach,CA
1400,1,Apartment,"1760 redondo ave apt 10, long beach, ca 90804",Eastside,Unfurnished,"1760 redondo ave apt 10, long beach, ca 90804$1,400/mo1 bd1 ba650 sqft - apartment for rentshow more",650,long beach,CA
1375,1,Apartment,"Lemon avenue triplex, 2029-2031.5 lemon ave, long beach, ca 90806",,Unfurnished,"Lemon avenue triplex, 2029-2031.5 lemon ave, long beach, ca 90806$1,375/mo1 bd1 ba390 sqft - apartment for rentshow more",390,long beach,CA
1400,1,Apartment,"(undisclosed address), tustin, ca 92780",Tustin,Furnished,"(undisclosed address), tustin, ca 92780$1,400/mo1 bd1 ba200 sqft - apartment for rentshow more",200,tustin,CA
1400,1,Apartment,"805 chestnut ave, long beach, ca 90813",Willmore,Unfurnished,"805 chestnut ave, long beach, ca 90813$1,400/mo1 bd1 ba700 sqft - apartment for rentshow more",700,long beach,CA
1395,1,Apartment,"621 w 3rd st, long beach, ca 90802",West Gateway,Unfurnished,"621 w 3rd st, long beach, ca 90802$1,395/mo1 bd1 ba850 sqft - apartment for rentshow more",850,long beach,CA
1495,1,Apartment,"932 gardenia ave, long beach, ca 90813",Eastside,Unfurnished,"932 gardenia ave, long beach, ca 90813$1,495/mo1 bd1 ba550 sqft - apartment for rentshow more",550,long beach,CA
1495,1,Apartment,"1037 molino ave #a, long beach, ca 90804",Eastside,Unfurnished,"1037 molino ave #a, long beach, ca 90804$1,495/mo1 bd1 ba547 sqft - apartment for rentshow more",547,long beach,CA
1500,2,Apartment,"1250 s brookhurst st unit 2017, anaheim, ca 92804",Southwest Anaheim,Furnished,"1250 s brookhurst st unit 2017, anaheim, ca 92804$1,500/mo2 bds2 ba912 sqft - apartment for rentshow more",912,anaheim,CA
1525,1,Apartment,"Ca-1770 gaviota avenue - 11, 70 e 11th st, long beach, ca 90813",Whittier,Unfurnished,"Ca-1770 gaviota avenue - 11, 70 e 11th st, long beach, ca 90813$1,525+/mo1 bd1 ba400 sqft - apartment for rentshow more",400,long beach,CA
1525,1,Apartment,"1204 redondo ave apt a, long beach, ca 90804",Eastside,Unfurnished,"1204 redondo ave apt a, long beach, ca 90804$1,525/mo1 bd1 ba550 sqft - apartment for rentshow more",550,long beach,CA
1525,1,Apartment,"1832 locust ave, long beach, ca 90806",Long Beach,Unfurnished,"1832 locust ave, long beach, ca 90806$1,525/mo1 bd1 ba500 sqft - apartment for rentshow more",500,long beach,CA
1550,1,Apartment,"1335 n ohio ave #a, long beach, ca 90804",Eastside,Unfurnished,"1335 n ohio ave #a, long beach, ca 90804$1,550/mo1 bd1 ba280 sqft - apartment for rentshow more",280,long beach,CA
1575,1,Apartment,"Redondo, 1745 redondo ave apt 8, long beach, ca 90804",Eastside,Unfurnished,"Redondo, 1745 redondo ave apt 8, long beach, ca 90804$1,575/mo1 bd1 ba450 sqft - apartment for rentshow more",450,long beach,CA
1575,1,Apartment,"1456 1/2 rose ave, long beach, ca 90813",Poly High,Unfurnished,"1456 1/2 rose ave, long beach, ca 90813$1,575/mo1 bd1 ba800 sqft - apartment for rentshow more",800,long beach,CA
500,1,Apartment,"825 n 41st st, 825 n 41st st #6, philadelphia, pa 19104",West Philadelphia,Unfurnished,"825 n 41st st, 825 n 41st st #6, philadelphia, pa 19104$500/mo1 bd1 ba345 sqft - apartment for rentshow more",345,philadelphia,PA
500,3,Apartment,"601 n. 39th street, 601 n 39th st floor 2, philadelphia, pa 19104",Mantua,Unfurnished,"601 n. 39th street, 601 n 39th st floor 2, philadelphia, pa 19104$500/mo3 bds1 ba1,300 sqft - apartment for rentshow more",1300,philadelphia,PA
619,1,Apartment,"The duffy school 62+, 225 w 2nd st, florence, nj 08518",Florence,Unfurnished,"The duffy school 62+, 225 w 2nd st, florence, nj 08518$619+/mo1 bd1 ba733 sqft - apartment for rentshow more",733,florence,NJ
650,1,Apartment,"1830 n bouvier, 1830 n bouvier st, philadelphia, pa 19121",North Philadelphia,Unfurnished,"1830 n bouvier, 1830 n bouvier st, philadelphia, pa 19121$650/mo1 bd1 ba1,800 sqft - apartment for rentshow more",1800,philadelphia,PA
699,2,Apartment,"2634 n chadwick st apt 2, philadelphia, pa 19132",North Philadelphia,Unfurnished,"2634 n chadwick st apt 2, philadelphia, pa 19132$699/mo2 bds1 ba800 sqft - apartment for rentshow more",800,philadelphia,PA
701,1,Apartment,"Springside school apartments 55+, 1508 mount holly rd, burlington, nj 08016",Burlington,Unfurnished,"Springside school apartments 55+, 1508 mount holly rd, burlington, nj 08016$701+/mo1 bd1 ba570 sqft - apartment for rentshow more",570,burlington,NJ
725,1,Apartment,"Phillyrental llc - 1b, 327 n 40th st, philadelphia, pa 19104",University City,Furnished,"Phillyrental llc - 1b, 327 n 40th st, philadelphia, pa 19104$725+/mo1 bd1 ba1,500 sqft - apartment for rentshow more",1500,philadelphia,PA
750,1,Apartment,"2139 n uber st apt 3, philadelphia, pa 19121",North Philadelphia,Unfurnished,"2139 n uber st apt 3, philadelphia, pa 19121$750/mo1 bd1 ba500 sqft - apartment for rentshow more",500,philadelphia,PA
750,1,Apartment,"3802 lancaster ave #2, philadelphia, pa 19104",University City,Unfurnished,"3802 lancaster ave #2, philadelphia, pa 19104$750/mo1 bd1 ba600 sqft - apartment for rentshow more",600,philadelphia,PA
775,1,Apartment,"4141 girard ave., 4141 w girard ave apt 3, philadelphia, pa 19104",East Parkside,Unfurnished,"4141 girard ave., 4141 w girard ave apt 3, philadelphia, pa 19104$775/mo1 bd1 ba600 sqft - apartment for rentshow more",600,philadelphia,PA
792,1,Apartment,"Taunton run village - 55+, 401 taunton ave #a, west berlin, nj 08091",West Berlin,Unfurnished,"Taunton run village - 55+, 401 taunton ave #a, west berlin, nj 08091$792/mo1 bd1 ba660 sqft - apartment for rentshow more",660,west berlin,NJ
795,1,Apartment,"207 w laveer st #b, philadelphia, pa 19120",Oak Lane/ East Oak Lane,Unfurnished,"207 w laveer st #b, philadelphia, pa 19120$795/mo1 bd1 ba450 sqft - apartment for rentshow more",450,philadelphia,PA
800,1,Apartment,"338 n 63rd st apt 2b, philadelphia, pa 19139",Haddington,Unfurnished,"338 n 63rd st apt 2b, philadelphia, pa 19139$800/mo1 bd1 ba350 sqft - apartment for rentshow more",350,philadelphia,PA
800,1,Apartment,"2249 n 22nd st #2fr, philadelphia, pa 19132",North Philadelphia,Unfurnished,"2249 n 22nd st #2fr, philadelphia, pa 19132$800/mo1 bd1 ba500 sqft - apartment for rentshow more",500,philadelphia,PA
800,1,Apartment,"3562 n 11th st #1, philadelphia, pa 19140",North Philadelphia,Unfurnished,"3562 n 11th st #1, philadelphia, pa 19140$800/mo1 bd1 ba550 sqft - apartment for rentshow more",550,philadelphia,PA
800,1,Apartment,"5464 stewart st #a, philadelphia, pa 19131",Hestonville,Unfurnished,"5464 stewart st #a, philadelphia, pa 19131$800/mo1 bd1 ba450 sqft - apartment for rentshow more",450,philadelphia,PA
800,1,Apartment,"822 5th st, marcus hook, pa 19061",Marcus Hook,Unfurnished,"822 5th st, marcus hook, pa 19061$800/mo1 bd1 ba500 sqft - apartment for rentshow more",500,marcus hook,PA
800,1,Apartment,"5548 linmore ave #2, philadelphia, pa 19143",Kingsessing,Unfurnished,"5548 linmore ave #2, philadelphia, pa 19143$800/mo1 bd1 ba600 sqft - apartment for rentshow more",600,philadelphia,PA
800,1,Apartment,"3601 spring garden st, 3601 spring garden st #basement, philadelphia, pa 19104",Mantua,Unfurnished,"3601 spring garden st, 3601 spring garden st #basement, philadelphia, pa 19104$800/mo1 bd1 ba700 sqft - apartment for rentshow more",700,philadelphia,PA
800,2,Apartment,"1909 e ontario st, philadelphia, pa 19134",Harrowgate,Unfurnished,"1909 e ontario st, philadelphia, pa 19134$800/mo2 bds1 ba1,160 sqft - apartment for rentshow more",1160,philadelphia,PA
500,1,Apartment,"825 n 41st st, 825 n 41st st #6, philadelphia, pa 19104",West Philadelphia,Unfurnished,"825 n 41st st, 825 n 41st st #6, philadelphia, pa 19104$500/mo1 bd1 ba345 sqft - apartment for rentshow more",345,philadelphia,PA
500,3,Apartment,"601 n. 39th street, 601 n 39th st floor 2, philadelphia, pa 19104",Mantua,Unfurnished,"601 n. 39th street, 601 n 39th st floor 2, philadelphia, pa 19104$500/mo3 bds1 ba1,300 sqft - apartment for rentshow more",1300,philadelphia,PA
619,1,Apartment,"The duffy school 62+, 225 w 2nd st, florence, nj 08518",Florence,Unfurnished,"The duffy school 62+, 225 w 2nd st, florence, nj 08518$619+/mo1 bd1 ba733 sqft - apartment for rentshow more",733,florence,NJ
650,1,Apartment,"1830 n bouvier, 1830 n bouvier st, philadelphia, pa 19121",North Philadelphia,Unfurnished,"1830 n bouvier, 1830 n bouvier st, philadelphia, pa 19121$650/mo1 bd1 ba1,800 sqft - apartment for rentshow more",1800,philadelphia,PA
699,2,Apartment,"2634 n chadwick st apt 2, philadelphia, pa 19132",North Philadelphia,Unfurnished,"2634 n chadwick st apt 2, philadelphia, pa 19132$699/mo2 bds1 ba800 sqft - apartment for rentshow more",800,philadelphia,PA
701,1,Apartment,"Springside school apartments 55+, 1508 mount holly rd, burlington, nj 08016",Burlington,Unfurnished,"Springside school apartments 55+, 1508 mount holly rd, burlington, nj 08016$701+/mo1 bd1 ba570 sqft - apartment for rentshow more",570,burlington,NJ
725,1,Apartment,"Phillyrental llc - 1b, 327 n 40th st, philadelphia, pa 19104",University City,Furnished,"Phillyrental llc - 1b, 327 n 40th st, philadelphia, pa 19104$725+/mo1 bd1 ba1,500 sqft - apartment for rentshow more",1500,philadelphia,PA
750,1,Apartment,"2139 n uber st apt 3, philadelphia, pa 19121",North Philadelphia,Unfurnished,"2139 n uber st apt 3, philadelphia, pa 19121$750/mo1 bd1 ba500 sqft - apartment for rentshow more",500,philadelphia,PA
750,1,Apartment,"3802 lancaster ave #2, philadelphia, pa 19104",University City,Unfurnished,"3802 lancaster ave #2, philadelphia, pa 19104$750/mo1 bd1 ba600 sqft - apartment for rentshow more",600,philadelphia,PA
775,1,Apartment,"4141 girard ave., 4141 w girard ave apt 3, philadelphia, pa 19104",East Parkside,Unfurnished,"4141 girard ave., 4141 w girard ave apt 3, philadelphia, pa 19104$775/mo1 bd1 ba600 sqft - apartment for rentshow more",600,philadelphia,PA
792,1,Apartment,"Taunton run village - 55+, 401 taunton ave #a, west berlin, nj 08091",West Berlin,Unfurnished,"Taunton run village - 55+, 401 taunton ave #a, west berlin, nj 08091$792/mo1 bd1 ba660 sqft - apartment for rentshow more",660,west berlin,NJ
795,1,Apartment,"207 w laveer st #b, philadelphia, pa 19120",Oak Lane/ East Oak Lane,Unfurnished,"207 w laveer st #b, philadelphia, pa 19120$795/mo1 bd1 ba450 sqft - apartment for rentshow more",450,philadelphia,PA
800,1,Apartment,"338 n 63rd st apt 2b, philadelphia, pa 19139",Haddington,Unfurnished,"338 n 63rd st apt 2b, philadelphia, pa 19139$800/mo1 bd1 ba350 sqft - apartment for rentshow more",350,philadelphia,PA
800,1,Apartment,"2249 n 22nd st #2fr, philadelphia, pa 19132",North Philadelphia,Unfurnished,"2249 n 22nd st #2fr, philadelphia, pa 19132$800/mo1 bd1 ba500 sqft - apartment for rentshow more",500,philadelphia,PA
800,1,Apartment,"3562 n 11th st #1, philadelphia, pa 19140",North Philadelphia,Unfurnished,"3562 n 11th st #1, philadelphia, pa 19140$800/mo1 bd1 ba550 sqft - apartment for rentshow more",550,philadelphia,PA
800,1,Apartment,"5464 stewart st #a, philadelphia, pa 19131",Hestonville,Unfurnished,"5464 stewart st #a, philadelphia, pa 19131$800/mo1 bd1 ba450 sqft - apartment for rentshow more",450,philadelphia,PA
800,1,Apartment,"822 5th st, marcus hook, pa 19061",Marcus Hook,Unfurnished,"822 5th st, marcus hook, pa 19061$800/mo1 bd1 ba500 sqft - apartment for rentshow more",500,marcus hook,PA
800,1,Apartment,"5548 linmore ave #2, philadelphia, pa 19143",Kingsessing,Unfurnished,"5548 linmore ave #2, philadelphia, pa 19143$800/mo1 bd1 ba600 sqft - apartment for rentshow more",600,philadelphia,PA
800,1,Apartment,"3601 spring garden st, 3601 spring garden st #basement, philadelphia, pa 19104",Mantua,Unfurnished,"3601 spring garden st, 3601 spring garden st #basement, philadelphia, pa 19104$800/mo1 bd1 ba700 sqft - apartment for rentshow more",700,philadelphia,PA
800,2,Apartment,"1909 e ontario st, philadelphia, pa 19134",Harrowgate,Unfurnished,"1909 e ontario st, philadelphia, pa 19134$800/mo2 bds1 ba1,160 sqft - apartment for rentshow more",1160,philadelphia,PA
650,1,Apartment,"7122 n 48th ave apt 5a, glendale, az 85301",Glendale,Unfurnished,"7122 n 48th ave apt 5a, glendale, az 85301$650/mo1 bd1 ba556 sqft - apartment for rentshow more",556,glendale,AZ
750,1,Apartment,"3110 e atlanta ave, phoenix, az 85040",South Mountain Village,Unfurnished,"3110 e atlanta ave, phoenix, az 85040$750/mo1 bd1 ba500 sqft - apartment for rentshow more",500,phoenix,AZ
775,1,Apartment,"1602 w denton ln #4464, phoenix, az 85015",Alhambra,Unfurnished,"1602 w denton ln #4464, phoenix, az 85015$775/mo1 bd1 ba600 sqft - apartment for rentshow more",600,phoenix,AZ
695,1,Apartment,"Furnished 1 bed / 1 bath in a 4 bedroom apartment in tempe, 1037 s farmer ave, tempe, az 85281",Mitchell Park East,Furnished,"Furnished 1 bed / 1 bath in a 4 bedroom apartment in tempe, 1037 s farmer ave, tempe, az 85281$695+/mo1 bd1 ba350 sqft - apartment for rentshow more",350,tempe,AZ
749,1,Apartment,"1101 e butler dr apt d, phoenix, az 85020",New Northtown,Unfurnished,"1101 e butler dr apt d, phoenix, az 85020$749/mo1 bd1 ba400 sqft - apartment for rentshow more",400,phoenix,AZ
750,1,Apartment,"2241 w heatherbrae dr apt 10, phoenix, az 85015",Alhambra,Unfurnished,"2241 w heatherbrae dr apt 10, phoenix, az 85015$750/mo1 bd1 ba612 sqft - apartment for rentshow more",612,phoenix,AZ
750,1,Apartment,"1707 e apache blvd apt a1, tempe, az 85281",Tempe,Unfurnished,"1707 e apache blvd apt a1, tempe, az 85281$750/mo1 bd1 ba220 sqft - apartment for rentshow more",220,tempe,AZ
790,1,Apartment,"1736 e brill st, phoenix, az 85006",Central City,Unfurnished,"1736 e brill st, phoenix, az 85006$790/mo1 bd1 ba600 sqft - apartment for rentshow more",600,phoenix,AZ
795,1,Apartment,"Highland palms, 2535 w highland ave, phoenix, az 85017",Alhambra,Unfurnished,"Highland palms, 2535 w highland ave, phoenix, az 85017$795+/mo1 bd1 ba600 sqft - apartment for rentshow more",600,phoenix,AZ
795,1,Apartment,"1703 w mountain view rd, 1703 w mountain view rd apt 15, phoenix, az 85021",North Mountain Village,Unfurnished,"1703 w mountain view rd, 1703 w mountain view rd apt 15, phoenix, az 85021$795/mo1 bd1 ba625 sqft - apartment for rentshow more",625,phoenix,AZ
799,1,Apartment,"1502 e adams st apt 2, phoenix, az 85034",Eastlake Park,Unfurnished,"1502 e adams st apt 2, phoenix, az 85034$799/mo1 bd1 ba455 sqft - apartment for rentshow more",455,phoenix,AZ
799,1,Apartment,"1102 e polk st apt 1, phoenix, az 85006",Central City,Unfurnished,"1102 e polk st apt 1, phoenix, az 85006$799/mo1 bd1 ba442 sqft - apartment for rentshow more",442,phoenix,AZ
799,1,Apartment,"1153 e taylor st apt 2, phoenix, az 85006",Central City,Unfurnished,"1153 e taylor st apt 2, phoenix, az 85006$799/mo1 bd1 ba496 sqft - apartment for rentshow more",496,phoenix,AZ
799,1,Apartment,"1429 e fillmore st apt 6, phoenix, az 85006",Central City,Unfurnished,"1429 e fillmore st apt 6, phoenix, az 85006$799/mo1 bd1 ba480 sqft - apartment for rentshow more",480,phoenix,AZ
799,1,Apartment,"9450 n 17th ave apt 10, phoenix, az 85021",North Mountain Village,Unfurnished,"9450 n 17th ave apt 10, phoenix, az 85021$799/mo1 bd1 ba494 sqft - apartment for rentshow more",494,phoenix,AZ
800,1,Apartment,"328 n 11th pl unit d, phoenix, az 85006",Garfield,Unfurnished,"328 n 11th pl unit d, phoenix, az 85006$800/mo1 bd1 ba250 sqft - apartment for rentshow more",250,phoenix,AZ
800,1,Apartment,"545 n ocotillo dr #t-30, apache junction, az 85120",Apache Junction,Unfurnished,"545 n ocotillo dr #t-30, apache junction, az 85120$800/mo1 bd1 ba400 sqft - apartment for rentshow more",400,apache junction,AZ
825,2,Apartment,"4749 e moreland st, phoenix, az 85008",Villa Verde Condo,Unfurnished,"4749 e moreland st, phoenix, az 85008$825/mo2 bds1 ba928 sqft - apartment for rentshow more",928,phoenix,AZ
825,1,Apartment,"1860 w glenrosa ave apt 1, phoenix, az 85015",Eugene Place,Unfurnished,"1860 w glenrosa ave apt 1, phoenix, az 85015$825/mo1 bd1 ba444 sqft - apartment for rentshow more",444,phoenix,AZ
845,2,Apartment,"1595 w mountain view rd apt 1, phoenix, az 85021",North Mountain Village,Unfurnished,"1595 w mountain view rd apt 1, phoenix, az 85021$845/mo2 bds1 ba500 sqft - apartment for rentshow more",500,phoenix,AZ
650,1,Apartment,"526 e. 8th ave, 526 e 8th ave apt 4, homestead, pa 15120",Munhall,Unfurnished,"526 e. 8th ave, 526 e 8th ave apt 4, homestead, pa 15120$650/mo1 bd1 ba600 sqft - apartment for rentshow more",600,homestead,PA
650,1,Apartment,"1353 orchard ave apt 2, new kensington, pa 15068",New Kensington,Unfurnished,"1353 orchard ave apt 2, new kensington, pa 15068$650/mo1 bd1 ba500 sqft - apartment for rentshow more",500,new kensington,PA
650,1,Apartment,"216 s 2nd ave floor 1, elizabeth, pa 15037",Elizabeth,Unfurnished,"216 s 2nd ave floor 1, elizabeth, pa 15037$650/mo1 bd1 ba600 sqft - apartment for rentshow more",600,elizabeth,PA
650,1,Apartment,"108 s 2nd ave #2b, elizabeth, pa 15037",Elizabeth,Unfurnished,"108 s 2nd ave #2b, elizabeth, pa 15037$650/mo1 bd1 ba800 sqft - apartment for rentshow more",800,elizabeth,PA
645,1,Apartment,"Pinetree gardens, 162 victoria dr, pittsburgh, pa 15227",Brentwood,Unfurnished,"Pinetree gardens, 162 victoria dr, pittsburgh, pa 15227$645+/mo1 bd1 ba475 sqft - apartment for rentshow more",475,pittsburgh,PA
650,1,Apartment,"357 mitchell ave, 357 mitchell ave apt 102, clairton, pa 15025",Clairton,Unfurnished,"357 mitchell ave, 357 mitchell ave apt 102, clairton, pa 15025$650/mo1 bd1 ba700 sqft - apartment for rentshow more",700,clairton,PA
650,1,Apartment,"3403 walnut street, 3403 walnut st #4, mckeesport, pa 15132",McKeesport,Unfurnished,"3403 walnut street, 3403 walnut st #4, mckeesport, pa 15132$650/mo1 bd1 ba700 sqft - apartment for rentshow more",700,mckeesport,PA
699,1,Apartment,"2850 washington blvd, 2850 washington blvd #1, mckeesport, pa 15133",McKeesport,Unfurnished,"2850 washington blvd, 2850 washington blvd #1, mckeesport, pa 15133$699/mo1 bd1 ba600 sqft - apartment for rentshow more",600,mckeesport,PA
700,1,Apartment,"212 martsolf ave #3, pittsburgh, pa 15229",West View,Unfurnished,"212 martsolf ave #3, pittsburgh, pa 15229$700/mo1 bd1 ba700 sqft - apartment for rentshow more",700,pittsburgh,PA
700,2,Apartment,"2801 grover st #1, mckeesport, pa 15132",McKeesport,Unfurnished,"2801 grover st #1, mckeesport, pa 15132$700/mo2 bds1 ba1,686 sqft - apartment for rentshow more",1686,mckeesport,PA
735,1,Apartment,"291 greenlee rd floor 1, pittsburgh, pa 15227",Pittsburgh,Unfurnished,"291 greenlee rd floor 1, pittsburgh, pa 15227$735/mo1 bd1 ba800 sqft - apartment for rentshow more",800,pittsburgh,PA
740,1,Apartment,"1528 superior ave apt 5, pittsburgh, pa 15212",Marshall-Shadeland,Unfurnished,"1528 superior ave apt 5, pittsburgh, pa 15212$740/mo1 bd1 ba600 sqft - apartment for rentshow more",600,pittsburgh,PA
745,1,Apartment,"216 clifton ave apt b, pittsburgh, pa 15215",Pittsburgh,Unfurnished,"216 clifton ave apt b, pittsburgh, pa 15215$745/mo1 bd1 ba619 sqft - apartment for rentshow more",619,pittsburgh,PA
